name,value,year,lastValue,rank,color
"Vibrio cholerae",3461.0,1984.0,3377.0,32,"red"
"Filarial worms",3442.0,1984.0,3298.0,33,"red"
"Ascaris",3423.0,1984.0,3317.0,34,"red"
"Aspergillus",3189.0,1984.0,2989.0,35,"red"
"Histoplasma capsulatum",2811.0,1984.0,2739.0,36,"red"
"Trypanosoma cruzi",2739.0,1984.0,2606.0,37,"red"
"Rickettsia",2457.0,1984.0,2412.0,38,"red"
"Mumps virus",2428.0,1984.0,2366.0,39,"red"
"Trichinella",2264.0,1984.0,2191.0,40,"red"
"HIV",2260.0,1984.0,1114.0,41,"red"
"Cryptococcus",2154.0,1984.0,2070.0,42,"red"
"Coccidia",2141.0,1984.0,2001.0,43,"red"
"Actinomyces",2125.0,1984.0,2054.0,44,"red"
"Listeria monocytogenes",2071.0,1984.0,1974.0,45,"red"
"Yersinia pestis",2066.0,1984.0,2018.0,46,"red"
"Giardia lamblia",1937.0,1984.0,1846.0,47,"red"
"Protozoan",1930.0,1984.0,1843.0,48,"red"
"Trichophyton",1912.0,1984.0,1832.0,49,"red"
"Coxiella burnetii",1879.0,1984.0,1831.0,50,"red"
"Pasteurella",1844.0,1984.0,1764.0,51,"red"
"Pneumocystis jirovecii",1651.0,1984.0,1496.0,52,"red"
"Vaccinia virus",1568.0,1984.0,1548.0,53,"red"
"Blastomyces dermatitidis",1544.0,1984.0,1507.0,54,"red"
"Taenia solium.",1537.0,1984.0,1449.0,55,"red"
"Onchocerca",1467.0,1984.0,1389.0,56,"red"
"Fasciola",1413.0,1984.0,1353.0,57,"red"
"Coccidioides",1393.0,1984.0,1358.0,58,"red"
"Strongyloides",1338.0,1984.0,1281.0,59,"red"
"Newcastle disease virus",1299.0,1984.0,1271.0,60,"red"
"YFV",1261.0,1984.0,1233.0,61,"red"
"Trichostrongyloidea",1247.0,1984.0,1184.0,62,"red"
"Enterobius vermicularis",1225.0,1984.0,1201.0,63,"red"
"Ancylostoma",1168.0,1984.0,1135.0,64,"red"
"Legionella",1138.0,1984.0,1025.0,65,"red"
"Sarcoptes scabiei",1136.0,1984.0,1082.0,66,"red"
"TBEV",1116.0,1984.0,1070.0,67,"red"
"Acari",1112.0,1984.0,1067.0,68,"red"
"Babesia",1081.0,1984.0,1032.0,69,"red"
"Trichuris trichiura",1075.0,1984.0,1053.0,70,"red"
"Nocardial",1050.0,1984.0,1020.0,71,"red"
"Bacillus anthracis",1011.0,1984.0,996.0,72,"red"
"Fly larva",961.0,1984.0,936.0,73,"red"
"Klebsiella",959.0,1984.0,940.0,74,"red"
"HPV",923.0,1984.0,818.0,75,"red"
"Japanese encephalitis virus",900.0,1984.0,865.0,76,"red"
"DENV",879.0,1984.0,816.0,77,"red"
"Bartonella",825.0,1984.0,807.0,78,"red"
"HCV",814.0,1984.0,642.0,79,"red"
"Actinomycetoma",783.0,1984.0,760.0,80,"red"
"LCMV",727.0,1984.0,706.0,81,"red"
"Tick",724.0,1984.0,668.0,82,"red"
"Pediculus",699.0,1984.0,662.0,83,"red"
"Sporothrix",696.0,1984.0,673.0,84,"red"
"Poxvirus",660.0,1984.0,645.0,85,"red"
"Dirofilaria",629.0,1984.0,580.0,86,"red"
"Hantavirus",618.0,1984.0,569.0,87,"red"
"Hymenolepis",594.0,1984.0,561.0,88,"red"
"Corynebacterium",579.0,1984.0,528.0,89,"red"
"Borrelia",567.0,1984.0,489.0,90,"red"
"Theileria",529.0,1984.0,499.0,91,"red"
"Orientia tsutsugamushi",506.0,1984.0,492.0,92,"red"
"Paragonimus",470.0,1984.0,433.0,93,"red"
"Opisthorchis",458.0,1984.0,417.0,94,"red"
"Sarcocystis",456.0,1984.0,420.0,95,"red"
"Molluscum Contagiosum virus",430.0,1984.0,415.0,96,"red"
"Eurotiomycetes",406.0,1984.0,386.0,97,"red"
"JCV",361.0,1984.0,327.0,98,"red"
"Paracoccidioides brasiliensis",355.0,1984.0,319.0,99,"red"
"Burkholderia",350.0,1984.0,340.0,100,"red"
"Toxocara",343.0,1984.0,308.0,101,"red"
"Haemophilus ducreyi",335.0,1984.0,316.0,102,"red"
"Phlebovirus",325.0,1984.0,311.0,103,"red"
"Staphylococcus aureus",324.0,1984.0,314.0,104,"red"
"Erysipelothrix",318.0,1984.0,314.0,105,"red"
"Ostertagia",316.0,1984.0,283.0,106,"red"
"Diphyllobothrium",306.0,1984.0,297.0,107,"red"
"Fusobacterium",301.0,1984.0,277.0,108,"red"
"Nematodes",299.0,1984.0,279.0,109,"red"
"Guinea worm",288.0,1984.0,273.0,110,"red"
"SLEV",271.0,1984.0,263.0,111,"red"
"Haemonchus",255.0,1984.0,232.0,112,"red"
"Clonorchis",251.0,1984.0,226.0,113,"red"
"Trichostrongylus",247.0,1984.0,223.0,114,"red"
"Balantidium coli",232.0,1984.0,227.0,115,"red"
"Rhinosporidium seeberi",208.0,1984.0,200.0,116,"red"
"Hypoderma",198.0,1984.0,190.0,117,"red"
"Coxsackievirus",189.0,1984.0,177.0,118,"red"
"Bordetella",189.0,1984.0,172.0,119,"red"
"Orf virus",170.0,1984.0,155.0,120,"red"
"VEEV",155.0,1984.0,149.0,121,"red"
"Ascaridia",140.0,1984.0,136.0,122,"red"
"Lassa virus",138.0,1984.0,124.0,123,"red"
"Necator",126.0,1984.0,115.0,124,"red"
"Loa loa",125.0,1984.0,111.0,125,"red"
"Spirometra",121.0,1984.0,115.0,126,"red"
"Dipetalonema",120.0,1984.0,109.0,127,"red"
"Orthobunyavirus",116.0,1984.0,104.0,128,"red"
"Streptobacillus moniliformis or Spirillum minus",115.0,1984.0,114.0,129,"red"
"Dicrocoelium",107.0,1984.0,103.0,130,"red"
"Geotrichum candidum",94.0,1984.0,93.0,131,"red"
"Moniezia expansa",93.0,1984.0,90.0,132,"red"
"WNV",88.0,1984.0,81.0,133,"red"
"Marburg virus",79.0,1984.0,77.0,134,"red"
"Coltivirus",75.0,1984.0,74.0,135,"red"
"LIV",70.0,1984.0,69.0,136,"red"
"Bornavirus",53.0,1984.0,49.0,137,"red"
"Mansonella",50.0,1984.0,44.0,138,"red"
"Actinobacillus",45.0,1984.0,44.0,139,"red"
"CCHFV",42.0,1984.0,37.0,140,"red"
"Cryptosporidium",37.0,1984.0,5.0,141,"red"
"Enoplida",33.0,1984.0,31.0,142,"red"
"Setaria",30.0,1984.0,25.0,143,"red"
"Echinostoma",24.0,1984.0,18.0,144,"red"
"Dientamoeba fragilis",20.0,1984.0,18.0,145,"red"
"Mycobacterium tuberculosis",62394.0,1985.0,61282.0,1,"red"
"HAV",14740.0,1985.0,14571.0,2,"red"
"Plasmodium",14649.0,1985.0,13975.0,3,"red"
"Poliovirus",13985.0,1985.0,13855.0,4,"red"
"Mycobacterium leprae",11266.0,1985.0,10818.0,5,"red"
"Influenza virus",10584.0,1985.0,10319.0,6,"red"
"Schistosoma",10172.0,1985.0,9752.0,7,"red"
"Candida",9676.0,1985.0,9162.0,8,"red"
"HBV",9454.0,1985.0,8552.0,9,"red"
"Clostridium",9294.0,1985.0,9064.0,10,"red"
"Salmonella enterica",8644.0,1985.0,8531.0,11,"red"
"Streptococcus pyogenes",8405.0,1985.0,8319.0,12,"red"
"Neisseria gonorrhoeae",6992.0,1985.0,6725.0,13,"red"
"Measles virus",6918.0,1985.0,6660.0,14,"red"
"Brucella",6636.0,1985.0,6499.0,15,"red"
"Toxoplasma",6623.0,1985.0,6404.0,16,"red"
"Echinococcus",6227.0,1985.0,6051.0,17,"red"
"Treponema",6071.0,1985.0,5920.0,18,"red"
"Varicella Zoster virus",5858.0,1985.0,5559.0,19,"red"
"HSV",5646.0,1985.0,5087.0,20,"red"
"Chlamydia",5508.0,1985.0,5376.0,21,"red"
"Leishmania",5419.0,1985.0,5131.0,22,"red"
"Rubella",4894.0,1985.0,4681.0,23,"red"
"EBV",4581.0,1985.0,4448.0,24,"red"
"Shigella",4568.0,1985.0,4453.0,25,"red"
"Trypanosoma",4552.0,1985.0,4416.0,26,"red"
"Entamoeba histolytica",4456.0,1985.0,4370.0,27,"red"
"Leptospira",4401.0,1985.0,4308.0,28,"red"
"Trichomonas vaginalis",4318.0,1985.0,4246.0,29,"red"
"Rabies virus",4174.0,1985.0,4053.0,30,"red"
"HIV",3994.0,1985.0,2260.0,31,"red"
"Variola",3815.0,1985.0,3762.0,32,"red"
"Filarial worms",3589.0,1985.0,3442.0,33,"red"
"Vibrio cholerae",3530.0,1985.0,3461.0,34,"red"
"Ascaris",3502.0,1985.0,3423.0,35,"red"
"Aspergillus",3396.0,1985.0,3189.0,36,"red"
"Trypanosoma cruzi",2901.0,1985.0,2739.0,37,"red"
"Histoplasma capsulatum",2891.0,1985.0,2811.0,38,"red"
"Rickettsia",2502.0,1985.0,2457.0,39,"red"
"Mumps virus",2492.0,1985.0,2428.0,40,"red"
"Trichinella",2352.0,1985.0,2264.0,41,"red"
"Cryptococcus",2278.0,1985.0,2154.0,42,"red"
"Coccidia",2238.0,1985.0,2141.0,43,"red"
"Actinomyces",2197.0,1985.0,2125.0,44,"red"
"Listeria monocytogenes",2168.0,1985.0,2071.0,45,"red"
"Yersinia pestis",2120.0,1985.0,2066.0,46,"red"
"Giardia lamblia",2035.0,1985.0,1937.0,47,"red"
"Protozoan",2007.0,1985.0,1930.0,48,"red"
"Trichophyton",1983.0,1985.0,1912.0,49,"red"
"Coxiella burnetii",1941.0,1985.0,1879.0,50,"red"
"Pasteurella",1911.0,1985.0,1844.0,51,"red"
"Pneumocystis jirovecii",1805.0,1985.0,1651.0,52,"red"
"Taenia solium.",1605.0,1985.0,1537.0,53,"red"
"Vaccinia virus",1593.0,1985.0,1568.0,54,"red"
"Blastomyces dermatitidis",1577.0,1985.0,1544.0,55,"red"
"Onchocerca",1549.0,1985.0,1467.0,56,"red"
"Fasciola",1472.0,1985.0,1413.0,57,"red"
"Coccidioides",1430.0,1985.0,1393.0,58,"red"
"Strongyloides",1377.0,1985.0,1338.0,59,"red"
"Newcastle disease virus",1319.0,1985.0,1299.0,60,"red"
"Trichostrongyloidea",1299.0,1985.0,1247.0,61,"red"
"YFV",1287.0,1985.0,1261.0,62,"red"
"Legionella",1261.0,1985.0,1138.0,63,"red"
"Enterobius vermicularis",1246.0,1985.0,1225.0,64,"red"
"Ancylostoma",1204.0,1985.0,1168.0,65,"red"
"Sarcoptes scabiei",1174.0,1985.0,1136.0,66,"red"
"Acari",1158.0,1985.0,1112.0,67,"red"
"TBEV",1152.0,1985.0,1116.0,68,"red"
"Babesia",1125.0,1985.0,1081.0,69,"red"
"Trichuris trichiura",1096.0,1985.0,1075.0,70,"red"
"Nocardial",1092.0,1985.0,1050.0,71,"red"
"HPV",1043.0,1985.0,923.0,72,"red"
"Bacillus anthracis",1023.0,1985.0,1011.0,73,"red"
"Fly larva",988.0,1985.0,961.0,74,"red"
"HCV",984.0,1985.0,814.0,75,"red"
"Klebsiella",976.0,1985.0,959.0,76,"red"
"Japanese encephalitis virus",927.0,1985.0,900.0,77,"red"
"DENV",915.0,1985.0,879.0,78,"red"
"Bartonella",850.0,1985.0,825.0,79,"red"
"Actinomycetoma",815.0,1985.0,783.0,80,"red"
"Tick",779.0,1985.0,724.0,81,"red"
"LCMV",755.0,1985.0,727.0,82,"red"
"Pediculus",735.0,1985.0,699.0,83,"red"
"Sporothrix",712.0,1985.0,696.0,84,"red"
"Poxvirus",694.0,1985.0,660.0,85,"red"
"Dirofilaria",684.0,1985.0,629.0,86,"red"
"Hantavirus",678.0,1985.0,618.0,87,"red"
"Borrelia",666.0,1985.0,567.0,88,"red"
"Corynebacterium",624.0,1985.0,579.0,89,"red"
"Hymenolepis",615.0,1985.0,594.0,90,"red"
"Theileria",562.0,1985.0,529.0,91,"red"
"Orientia tsutsugamushi",522.0,1985.0,506.0,92,"red"
"Opisthorchis",504.0,1985.0,458.0,93,"red"
"Paragonimus",490.0,1985.0,470.0,94,"red"
"Sarcocystis",476.0,1985.0,456.0,95,"red"
"Molluscum Contagiosum virus",454.0,1985.0,430.0,96,"red"
"Eurotiomycetes",419.0,1985.0,406.0,97,"red"
"JCV",388.0,1985.0,361.0,98,"red"
"Paracoccidioides brasiliensis",385.0,1985.0,355.0,99,"red"
"Toxocara",383.0,1985.0,343.0,100,"red"
"Burkholderia",361.0,1985.0,350.0,101,"red"
"Haemophilus ducreyi",357.0,1985.0,335.0,102,"red"
"Phlebovirus",341.0,1985.0,325.0,103,"red"
"Ostertagia",340.0,1985.0,316.0,104,"red"
"Staphylococcus aureus",336.0,1985.0,324.0,105,"red"
"Fusobacterium",321.0,1985.0,301.0,106,"red"
"Erysipelothrix",319.0,1985.0,318.0,107,"red"
"Nematodes",315.0,1985.0,299.0,108,"red"
"Diphyllobothrium",312.0,1985.0,306.0,109,"red"
"Guinea worm",304.0,1985.0,288.0,110,"red"
"SLEV",279.0,1985.0,271.0,111,"red"
"Trichostrongylus",276.0,1985.0,247.0,112,"red"
"Haemonchus",272.0,1985.0,255.0,113,"red"
"Clonorchis",265.0,1985.0,251.0,114,"red"
"Balantidium coli",235.0,1985.0,232.0,115,"red"
"Oesophagostomum",217.0,1985.0,213.0,116,"red"
"Rhinosporidium seeberi",214.0,1985.0,208.0,117,"red"
"Bordetella",207.0,1985.0,189.0,118,"red"
"Hypoderma",202.0,1985.0,198.0,119,"red"
"Coxsackievirus",197.0,1985.0,189.0,120,"red"
"Orf virus",181.0,1985.0,170.0,121,"red"
"VEEV",163.0,1985.0,155.0,122,"red"
"Lassa virus",154.0,1985.0,138.0,123,"red"
"Ascaridia",144.0,1985.0,140.0,124,"red"
"Loa loa",142.0,1985.0,125.0,125,"red"
"Necator",140.0,1985.0,126.0,126,"red"
"Dipetalonema",134.0,1985.0,120.0,127,"red"
"Orthobunyavirus",131.0,1985.0,116.0,128,"red"
"Streptobacillus moniliformis or Spirillum minus",119.0,1985.0,115.0,129,"red"
"Cryptosporidium",119.0,1985.0,37.0,130,"red"
"Dicrocoelium",110.0,1985.0,107.0,131,"red"
"Geotrichum candidum",98.0,1985.0,94.0,132,"red"
"Moniezia expansa",95.0,1985.0,93.0,133,"red"
"WNV",92.0,1985.0,88.0,134,"red"
"Marburg virus",81.0,1985.0,79.0,135,"red"
"Coltivirus",81.0,1985.0,75.0,136,"red"
"LIV",72.0,1985.0,70.0,137,"red"
"Bornavirus",59.0,1985.0,53.0,138,"red"
"CCHFV",57.0,1985.0,42.0,139,"red"
"Mansonella",57.0,1985.0,50.0,140,"red"
"HDV",39.0,1985.0,0.0,141,"red"
"Cochliomyia",36.0,1985.0,34.0,142,"red"
"Enoplida",35.0,1985.0,33.0,143,"red"
"Setaria",35.0,1985.0,30.0,144,"red"
"KFDV",33.0,1985.0,32.0,145,"red"
"Echinostoma",27.0,1985.0,24.0,146,"red"
"Dientamoeba fragilis",21.0,1985.0,20.0,147,"red"
"Trombiculidae",18.0,1985.0,14.0,148,"red"
"OHFV",13.0,1985.0,12.0,149,"red"
"Mycobacterium tuberculosis",63501.0,1986.0,62394.0,1,"red"
"Plasmodium",15289.0,1986.0,14649.0,2,"red"
"HAV",14917.0,1986.0,14740.0,3,"red"
"Poliovirus",14104.0,1986.0,13985.0,4,"red"
"Mycobacterium leprae",11740.0,1986.0,11266.0,5,"red"
"Influenza virus",10823.0,1986.0,10584.0,6,"red"
"Schistosoma",10657.0,1986.0,10172.0,7,"red"
"HBV",10424.0,1986.0,9454.0,8,"red"
"Candida",10223.0,1986.0,9676.0,9,"red"
"Clostridium",9465.0,1986.0,9294.0,10,"red"
"Salmonella enterica",8814.0,1986.0,8644.0,11,"red"
"Streptococcus pyogenes",8491.0,1986.0,8405.0,12,"red"
"Neisseria gonorrhoeae",7251.0,1986.0,6992.0,13,"red"
"Measles virus",7157.0,1986.0,6918.0,14,"red"
"Toxoplasma",6827.0,1986.0,6623.0,15,"red"
"Brucella",6798.0,1986.0,6636.0,16,"red"
"HIV",6708.0,1986.0,3994.0,17,"red"
"Echinococcus",6439.0,1986.0,6227.0,18,"red"
"Treponema",6190.0,1986.0,6071.0,19,"red"
"HSV",6162.0,1986.0,5646.0,20,"red"
"Varicella Zoster virus",6160.0,1986.0,5858.0,21,"red"
"Leishmania",5730.0,1986.0,5419.0,22,"red"
"Chlamydia",5628.0,1986.0,5508.0,23,"red"
"Rubella",5024.0,1986.0,4894.0,24,"red"
"EBV",4710.0,1986.0,4581.0,25,"red"
"Trypanosoma",4683.0,1986.0,4552.0,26,"red"
"Shigella",4677.0,1986.0,4568.0,27,"red"
"Entamoeba histolytica",4542.0,1986.0,4456.0,28,"red"
"Leptospira",4507.0,1986.0,4401.0,29,"red"
"Trichomonas vaginalis",4363.0,1986.0,4318.0,30,"red"
"Rabies virus",4293.0,1986.0,4174.0,31,"red"
"Variola",3841.0,1986.0,3815.0,32,"red"
"Filarial worms",3758.0,1986.0,3589.0,33,"red"
"Vibrio cholerae",3612.0,1986.0,3530.0,34,"red"
"Ascaris",3598.0,1986.0,3502.0,35,"red"
"Aspergillus",3575.0,1986.0,3396.0,36,"red"
"Trypanosoma cruzi",3041.0,1986.0,2901.0,37,"red"
"Histoplasma capsulatum",2979.0,1986.0,2891.0,38,"red"
"Rickettsia",2553.0,1986.0,2502.0,39,"red"
"Mumps virus",2552.0,1986.0,2492.0,40,"red"
"Trichinella",2444.0,1986.0,2352.0,41,"red"
"Cryptococcus",2385.0,1986.0,2278.0,42,"red"
"Coccidia",2341.0,1986.0,2238.0,43,"red"
"Listeria monocytogenes",2266.0,1986.0,2168.0,44,"red"
"Actinomyces",2259.0,1986.0,2197.0,45,"red"
"Yersinia pestis",2166.0,1986.0,2120.0,46,"red"
"Giardia lamblia",2150.0,1986.0,2035.0,47,"red"
"Protozoan",2111.0,1986.0,2007.0,48,"red"
"Trichophyton",2044.0,1986.0,1983.0,49,"red"
"Pasteurella",1990.0,1986.0,1911.0,50,"red"
"Coxiella burnetii",1982.0,1986.0,1941.0,51,"red"
"Pneumocystis jirovecii",1975.0,1986.0,1805.0,52,"red"
"Taenia solium.",1688.0,1986.0,1605.0,53,"red"
"Onchocerca",1629.0,1986.0,1549.0,54,"red"
"Blastomyces dermatitidis",1621.0,1986.0,1577.0,55,"red"
"Vaccinia virus",1601.0,1986.0,1593.0,56,"red"
"Fasciola",1515.0,1986.0,1472.0,57,"red"
"Coccidioides",1468.0,1986.0,1430.0,58,"red"
"Legionella",1426.0,1986.0,1261.0,59,"red"
"Strongyloides",1419.0,1986.0,1377.0,60,"red"
"Trichostrongyloidea",1361.0,1986.0,1299.0,61,"red"
"Newcastle disease virus",1339.0,1986.0,1319.0,62,"red"
"YFV",1327.0,1986.0,1287.0,63,"red"
"Enterobius vermicularis",1269.0,1986.0,1246.0,64,"red"
"Ancylostoma",1224.0,1986.0,1204.0,65,"red"
"Sarcoptes scabiei",1221.0,1986.0,1174.0,66,"red"
"Acari",1210.0,1986.0,1158.0,67,"red"
"TBEV",1181.0,1986.0,1152.0,68,"red"
"Babesia",1171.0,1986.0,1125.0,69,"red"
"HPV",1150.0,1986.0,1043.0,70,"red"
"Nocardial",1128.0,1986.0,1092.0,71,"red"
"Trichuris trichiura",1118.0,1986.0,1096.0,72,"red"
"HCV",1109.0,1986.0,984.0,73,"red"
"Bacillus anthracis",1040.0,1986.0,1023.0,74,"red"
"Fly larva",1026.0,1986.0,988.0,75,"red"
"Klebsiella",994.0,1986.0,976.0,76,"red"
"DENV",962.0,1986.0,915.0,77,"red"
"Japanese encephalitis virus",951.0,1986.0,927.0,78,"red"
"Bartonella",879.0,1986.0,850.0,79,"red"
"Tick",845.0,1986.0,779.0,80,"red"
"Actinomycetoma",843.0,1986.0,815.0,81,"red"
"Borrelia",825.0,1986.0,666.0,82,"red"
"LCMV",799.0,1986.0,755.0,83,"red"
"Pediculus",778.0,1986.0,735.0,84,"red"
"Sporothrix",750.0,1986.0,712.0,85,"red"
"Hantavirus",735.0,1986.0,678.0,86,"red"
"Dirofilaria",735.0,1986.0,684.0,87,"red"
"Poxvirus",726.0,1986.0,694.0,88,"red"
"Corynebacterium",696.0,1986.0,624.0,89,"red"
"Hymenolepis",640.0,1986.0,615.0,90,"red"
"Theileria",602.0,1986.0,562.0,91,"red"
"Opisthorchis",541.0,1986.0,504.0,92,"red"
"Orientia tsutsugamushi",537.0,1986.0,522.0,93,"red"
"Sarcocystis",517.0,1986.0,476.0,94,"red"
"Paragonimus",513.0,1986.0,490.0,95,"red"
"Molluscum Contagiosum virus",473.0,1986.0,454.0,96,"red"
"Eurotiomycetes",431.0,1986.0,419.0,97,"red"
"JCV",426.0,1986.0,388.0,98,"red"
"Toxocara",415.0,1986.0,383.0,99,"red"
"Paracoccidioides brasiliensis",410.0,1986.0,385.0,100,"red"
"Burkholderia",378.0,1986.0,361.0,101,"red"
"Haemophilus ducreyi",374.0,1986.0,357.0,102,"red"
"Ostertagia",372.0,1986.0,340.0,103,"red"
"Staphylococcus aureus",356.0,1986.0,336.0,104,"red"
"Phlebovirus",356.0,1986.0,341.0,105,"red"
"Fusobacterium",340.0,1986.0,321.0,106,"red"
"Nematodes",332.0,1986.0,315.0,107,"red"
"Diphyllobothrium",325.0,1986.0,312.0,108,"red"
"Erysipelothrix",323.0,1986.0,319.0,109,"red"
"Guinea worm",320.0,1986.0,304.0,110,"red"
"Trichostrongylus",309.0,1986.0,276.0,111,"red"
"Haemonchus",292.0,1986.0,272.0,112,"red"
"SLEV",286.0,1986.0,279.0,113,"red"
"Clonorchis",270.0,1986.0,265.0,114,"red"
"Balantidium coli",238.0,1986.0,235.0,115,"red"
"Cryptosporidium",230.0,1986.0,119.0,116,"red"
"Rhinosporidium seeberi",226.0,1986.0,214.0,117,"red"
"Bordetella",222.0,1986.0,207.0,118,"red"
"Oesophagostomum",220.0,1986.0,217.0,119,"red"
"Hypoderma",209.0,1986.0,202.0,120,"red"
"Coxsackievirus",204.0,1986.0,197.0,121,"red"
"Orf virus",189.0,1986.0,181.0,122,"red"
"Lassa virus",171.0,1986.0,154.0,123,"red"
"VEEV",166.0,1986.0,163.0,124,"red"
"HDV",163.0,1986.0,39.0,125,"red"
"Loa loa",156.0,1986.0,142.0,126,"red"
"HHV",153.0,1986.0,150.0,127,"red"
"Ascaridia",149.0,1986.0,144.0,128,"red"
"Dipetalonema",148.0,1986.0,134.0,129,"red"
"Necator",148.0,1986.0,140.0,130,"red"
"Orthobunyavirus",138.0,1986.0,131.0,131,"red"
"Spirometra",124.0,1986.0,121.0,132,"red"
"Streptobacillus moniliformis or Spirillum minus",120.0,1986.0,119.0,133,"red"
"Dicrocoelium",111.0,1986.0,110.0,134,"red"
"WNV",99.0,1986.0,92.0,135,"red"
"Geotrichum candidum",99.0,1986.0,98.0,136,"red"
"Moniezia expansa",98.0,1986.0,95.0,137,"red"
"Marburg virus",82.0,1986.0,81.0,138,"red"
"LIV",75.0,1986.0,72.0,139,"red"
"CCHFV",63.0,1986.0,57.0,140,"red"
"Mansonella",63.0,1986.0,57.0,141,"red"
"Actinobacillus",46.0,1986.0,45.0,142,"red"
"Cochliomyia",40.0,1986.0,36.0,143,"red"
"Setaria",40.0,1986.0,35.0,144,"red"
"Enoplida",36.0,1986.0,35.0,145,"red"
"KFDV",34.0,1986.0,33.0,146,"red"
"Echinostoma",34.0,1986.0,27.0,147,"red"
"Dientamoeba fragilis",22.0,1986.0,21.0,148,"red"
"Trombiculidae",21.0,1986.0,18.0,149,"red"
"OHFV",14.0,1986.0,13.0,150,"red"
"Mycobacterium tuberculosis",64645.0,1987.0,63501.0,1,"red"
"Plasmodium",16021.0,1987.0,15289.0,2,"red"
"HAV",15084.0,1987.0,14917.0,3,"red"
"Poliovirus",14249.0,1987.0,14104.0,4,"red"
"Mycobacterium leprae",12170.0,1987.0,11740.0,5,"red"
"HBV",11424.0,1987.0,10424.0,6,"red"
"Schistosoma",11148.0,1987.0,10657.0,7,"red"
"Influenza virus",11065.0,1987.0,10823.0,8,"red"
"Candida",10764.0,1987.0,10223.0,9,"red"
"HIV",10734.0,1987.0,6708.0,10,"red"
"Clostridium",9631.0,1987.0,9465.0,11,"red"
"Salmonella enterica",8937.0,1987.0,8814.0,12,"red"
"Streptococcus pyogenes",8578.0,1987.0,8491.0,13,"red"
"Neisseria gonorrhoeae",7511.0,1987.0,7251.0,14,"red"
"Measles virus",7384.0,1987.0,7157.0,15,"red"
"Toxoplasma",6996.0,1987.0,6827.0,16,"red"
"Brucella",6948.0,1987.0,6798.0,17,"red"
"Echinococcus",6604.0,1987.0,6439.0,18,"red"
"HSV",6598.0,1987.0,6162.0,19,"red"
"Varicella Zoster virus",6415.0,1987.0,6160.0,20,"red"
"Treponema",6292.0,1987.0,6190.0,21,"red"
"Leishmania",6036.0,1987.0,5730.0,22,"red"
"Chlamydia",5748.0,1987.0,5628.0,23,"red"
"Rubella",5151.0,1987.0,5024.0,24,"red"
"EBV",4842.0,1987.0,4710.0,25,"red"
"Trypanosoma",4799.0,1987.0,4683.0,26,"red"
"Shigella",4787.0,1987.0,4677.0,27,"red"
"Entamoeba histolytica",4613.0,1987.0,4542.0,28,"red"
"Leptospira",4598.0,1987.0,4507.0,29,"red"
"Trichomonas vaginalis",4415.0,1987.0,4363.0,30,"red"
"Rabies virus",4398.0,1987.0,4293.0,31,"red"
"Filarial worms",3950.0,1987.0,3758.0,32,"red"
"Variola",3863.0,1987.0,3841.0,33,"red"
"Aspergillus",3760.0,1987.0,3575.0,34,"red"
"Ascaris",3682.0,1987.0,3598.0,35,"red"
"Vibrio cholerae",3656.0,1987.0,3612.0,36,"red"
"Trypanosoma cruzi",3164.0,1987.0,3041.0,37,"red"
"Histoplasma capsulatum",3043.0,1987.0,2979.0,38,"red"
"Mumps virus",2600.0,1987.0,2552.0,39,"red"
"Rickettsia",2587.0,1987.0,2553.0,40,"red"
"Trichinella",2537.0,1987.0,2444.0,41,"red"
"Cryptococcus",2488.0,1987.0,2385.0,42,"red"
"Coccidia",2456.0,1987.0,2341.0,43,"red"
"Listeria monocytogenes",2357.0,1987.0,2266.0,44,"red"
"Actinomyces",2322.0,1987.0,2259.0,45,"red"
"Giardia lamblia",2235.0,1987.0,2150.0,46,"red"
"Yersinia pestis",2216.0,1987.0,2166.0,47,"red"
"Protozoan",2212.0,1987.0,2111.0,48,"red"
"Pneumocystis jirovecii",2163.0,1987.0,1975.0,49,"red"
"Trichophyton",2114.0,1987.0,2044.0,50,"red"
"Pasteurella",2092.0,1987.0,1990.0,51,"red"
"Coxiella burnetii",2047.0,1987.0,1982.0,52,"red"
"Taenia solium.",1799.0,1987.0,1688.0,53,"red"
"Onchocerca",1722.0,1987.0,1629.0,54,"red"
"Blastomyces dermatitidis",1655.0,1987.0,1621.0,55,"red"
"Vaccinia virus",1622.0,1987.0,1601.0,56,"red"
"Legionella",1603.0,1987.0,1426.0,57,"red"
"Fasciola",1564.0,1987.0,1515.0,58,"red"
"Coccidioides",1493.0,1987.0,1468.0,59,"red"
"Strongyloides",1485.0,1987.0,1419.0,60,"red"
"Trichostrongyloidea",1424.0,1987.0,1361.0,61,"red"
"Newcastle disease virus",1362.0,1987.0,1339.0,62,"red"
"YFV",1354.0,1987.0,1327.0,63,"red"
"Enterobius vermicularis",1298.0,1987.0,1269.0,64,"red"
"Sarcoptes scabiei",1283.0,1987.0,1221.0,65,"red"
"HPV",1270.0,1987.0,1150.0,66,"red"
"Acari",1267.0,1987.0,1210.0,67,"red"
"HCV",1254.0,1987.0,1109.0,68,"red"
"Ancylostoma",1239.0,1987.0,1224.0,69,"red"
"Babesia",1235.0,1987.0,1171.0,70,"red"
"TBEV",1210.0,1987.0,1181.0,71,"red"
"Nocardial",1173.0,1987.0,1128.0,72,"red"
"Trichuris trichiura",1141.0,1987.0,1118.0,73,"red"
